FID,Volcano_Number,Volcano_Name,Eruption_Number,Activity_Type,ExplosivityIndexMax,ExplosivityIndexModifier,ActivityArea,ActivityUnit,StartEvidenceMethod,StartDateYearModifier,StartDateYear,StartDateYearUncertainty,StartDateDayModifier,StartDateMonth,StartDateDay,StartDateDayUncertainty,EndDateYearModifier,EndDateYear,EndDateYearUncertainty,EndDateDayModifier,EndDateMonth,EndDateDay,EndDateDayUncertainty,GeoLocation
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1db5,351030,"Tolima, Nevado del",11292,Confirmed Eruption,4,P,,,Radiocarbon (uncorrected),,-7800,300,,0,0,,,,,,,,,POINT (4.658 -75.33)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1db6,351030,"Tolima, Nevado del",11296,Confirmed Eruption,5,?,,,Radiocarbon (corrected),,-1990,200,,0,0,,,,,,,,,POINT (4.658 -75.33)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1db7,351070,Dona Juana,11340,Confirmed Eruption,4,C,Northeastern caldera,,Radiocarbon (uncorrected),,-2550,150,,0,0,,,,,,,,,POINT (1.5 -76.936)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1db8,351070,Dona Juana,11341,Confirmed Eruption,4,,,,Historical Observations,,1897,,,11,1,,,1906,,,0,0,,POINT (1.5 -76.936)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1db9,351090,Azufral,11385,Confirmed Eruption,4,P,,,Radiocarbon (uncorrected),?,-930,,,0,0,,,,,,,,,POINT (1.08 -77.68)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dba,352001,Soche,11389,Confirmed Eruption,5,?,,,Radiocarbon (uncorrected),?,-6650,,,0,0,,,,,,,,,POINT (0.552 -77.58)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dbb,352003,Cuicocha,11392,Confirmed Eruption,5,,,,Radiocarbon (uncorrected),,-1150,150,,0,0,,,,,,,,,POINT (0.308 -78.364)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dbc,352006,Cayambe,11410,Confirmed Eruption,4,,Lava dome near eastern summit,,Tephrochronology,?,1040,,,0,0,,,,,,,,,POINT (0.029 -77.986)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dbd,352006,Cayambe,11412,Confirmed Eruption,4,,Tarugo Corral lava dome (NE flank),,Tephrochronology,?,1290,,,0,0,,,,,,,,,POINT (0.029 -77.986)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dbe,352006,Cayambe,11414,Confirmed Eruption,4,,North flank of main summit,,Tephrochronology,?,1570,,,0,0,,,,,,,,,POINT (0.029 -77.986)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dbf,352011,Pululagua,11419,Confirmed Eruption,5,,,,Radiocarbon (uncorrected),,-690,150,,0,0,,,,,,,,,POINT (0.038 -78.463)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dc0,352011,Pululagua,11420,Confirmed Eruption,4,C,,,Radiocarbon (uncorrected),,-450,150,,0,0,,,,,,,,,POINT (0.038 -78.463)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dc1,352010,Reventador,11446,Confirmed Eruption,4,,Summit and SE flank (2600 m),,Historical Observations,,2002,,,11,3,,,2003,,?,1,10,,POINT (-0.077 -77.656)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dc2,352021,Atacazo,11450,Confirmed Eruption,4,P,La Cocha II dome,N3 tephra,Radiocarbon (uncorrected),<,-6910,,,0,0,,,,,,,,,POINT (-0.353 -78.617)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dc3,352021,Atacazo,11451,Confirmed Eruption,4,P,Arenal II dome,N4 tephra,Radiocarbon (uncorrected),,-3490,100,,0,0,,,,,,,,,POINT (-0.353 -78.617)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dc4,352021,Atacazo,11452,Confirmed Eruption,5,,Ninahuilca Chico I dome ,N5 tephra,Radiocarbon (uncorrected),,-2490,40,,0,0,,,,,,,,,POINT (-0.353 -78.617)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dc5,352021,Atacazo,11453,Confirmed Eruption,5,,Ninahuilca Chico II dome,N6 tephra,Radiocarbon (uncorrected),,-320,16,,0,0,,,,,,,,,POINT (-0.353 -78.617)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dc6,352020,Guagua Pichincha,11469,Confirmed Eruption,4,,,,Radiocarbon (corrected),,70,75,,0,0,,,,,,,,,POINT (-0.171 -78.598)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dc7,352020,Guagua Pichincha,11471,Confirmed Eruption,5,,,,Radiocarbon (corrected),,930,100,,0,0,,,,,,,,,POINT (-0.171 -78.598)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dc8,352020,Guagua Pichincha,11483,Confirmed Eruption,4,,,,Historical Observations,,1660,,,10,27,,,1660,,,11,28,,POINT (-0.171 -78.598)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dc9,352050,Cotopaxi,11511,Confirmed Eruption,5,+,,Tephra set F-2,Radiocarbon (uncorrected),,-5820,75,,0,0,,,,,,,,,POINT (-0.677 -78.436)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dca,352050,Cotopaxi,11512,Confirmed Eruption,5,,,Tephra set F-3,Radiocarbon (uncorrected),,-4350,75,,0,0,,,,,,,,,POINT (-0.677 -78.436)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dcb,352050,Cotopaxi,11513,Confirmed Eruption,5,+,,Tephra set F-4,Radiocarbon (uncorrected),,-3880,75,,0,0,,,,,,,,,POINT (-0.677 -78.436)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dcc,352050,Cotopaxi,11516,Confirmed Eruption,5,,,Tephra set F-5,Tephrochronology,,-3280,500,,0,0,,,,,,,,,POINT (-0.677 -78.436)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dcd,352050,Cotopaxi,11517,Confirmed Eruption,5,,,Colorado Canyon tephra set,Radiocarbon (uncorrected),,-2640,200,,0,0,,,,,,,,,POINT (-0.677 -78.436)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dce,352050,Cotopaxi,11520,Confirmed Eruption,5,,,Tephra layers I1,Tephrochronology,?,-2050,,,0,0,,,,,,,,,POINT (-0.677 -78.436)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dcf,352050,Cotopaxi,11531,Confirmed Eruption,4,,,Tephra layer Kb2,Radiocarbon (uncorrected),,740,75,,0,0,,,,,,,,,POINT (-0.677 -78.436)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dd0,352050,Cotopaxi,11532,Confirmed Eruption,4,,,Tephra layer L1,Radiocarbon (uncorrected),,770,75,,0,0,,,,,,,,,POINT (-0.677 -78.436)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dd1,352050,Cotopaxi,11534,Confirmed Eruption,5,,,Tephra layer X,Radiocarbon (uncorrected),,1130,75,,0,0,,,,,,,,,POINT (-0.677 -78.436)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dd2,352050,Cotopaxi,11522,Confirmed Eruption,4,,,Tephra layer I2,Tephrochronology,?,-1050,,,0,0,,,,,,,,,POINT (-0.677 -78.436)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dd3,352050,Cotopaxi,11523,Confirmed Eruption,4,,,Tephra layer J,Tephrochronology,?,-400,,,0,0,,,,,,,,,POINT (-0.677 -78.436)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dd4,352050,Cotopaxi,11524,Confirmed Eruption,4,,,Tephra layer JJ,Radiocarbon (uncorrected),,-230,200,,0,0,,,,,,,,,POINT (-0.677 -78.436)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dd5,352050,Cotopaxi,11548,Confirmed Eruption,4,,,,Historical Observations,,1744,,,5,0,,,1744,,,12,0,,POINT (-0.677 -78.436)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dd6,352050,Cotopaxi,11553,Confirmed Eruption,4,,,,Historical Observations,,1768,,,4,4,,,,,,,,,POINT (-0.677 -78.436)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dd7,352050,Cotopaxi,11576,Confirmed Eruption,4,,,,Historical Observations,,1877,,,1,0,,,1877,,,9,2,,POINT (-0.677 -78.436)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dd8,352050,Cotopaxi,11526,Confirmed Eruption,4,,,Tephra layer Ka1,Radiocarbon (uncorrected),,70,150,,0,0,,,,,,,,,POINT (-0.677 -78.436)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dd9,352050,Cotopaxi,11527,Confirmed Eruption,4,,,Tephra layer Ka2,Tephrochronology,?,150,,,0,0,,,,,,,,,POINT (-0.677 -78.436)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dda,352050,Cotopaxi,11528,Confirmed Eruption,4,,,Tephra layer Kb2,Radiocarbon (uncorrected),,180,100,,0,0,,,,,,,,,POINT (-0.677 -78.436)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ddb,352050,Cotopaxi,11537,Confirmed Eruption,4,+,,Tephra layer Y4,Tephrochronology,?,1350,,,0,0,,,,,,,,,POINT (-0.677 -78.436)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ddc,352050,Cotopaxi,11538,Confirmed Eruption,4,,,,Historical Observations,,1532,,,11,15,,,,,,,,,POINT (-0.677 -78.436)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ddd,352050,Cotopaxi,11540,Confirmed Eruption,4,,,Tephra set MZ,Historical Observations,,1534,,,6,0,,,1534,,,7,0,,POINT (-0.677 -78.436)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dde,352060,Quilotoa,11597,Confirmed Eruption,6,,,,Radiocarbon (corrected),?,1280,,,0,0,,,,,,,,,POINT (-0.85 -78.9)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ddf,352080,Tungurahua,11609,Confirmed Eruption,4,,,,Radiocarbon (uncorrected),?,-7750,,,0,0,,,,,,,,,POINT (-1.467 -78.442)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1de0,352080,Tungurahua,11610,Confirmed Eruption,5,,,,Radiocarbon (uncorrected),,-1010,100,,0,0,,,,,,,,,POINT (-1.467 -78.442)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1de1,352080,Tungurahua,11620,Confirmed Eruption,4,?,,P1 tephra unit,Radiocarbon (uncorrected),,730,200,,0,0,,,,,,,,,POINT (-1.467 -78.442)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1de2,352080,Tungurahua,11638,Confirmed Eruption,4,,,,Historical Observations,,1886,,,1,11,,,1888,1,,0,0,,POINT (-1.467 -78.442)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1de3,352080,Tungurahua,11640,Confirmed Eruption,4,,,,Historical Observations,,1916,,,3,3,,,1925,,,12,1,30,POINT (-1.467 -78.442)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1de4,353010,Fernandina,11666,Confirmed Eruption,4,,West caldera wall,,Historical Observations,,1968,,,6,11,,,1968,,<,7,4,,POINT (-0.37 -91.55)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1de5,353020,Wolf,21075,Confirmed Eruption,4,,,,Historical Observations,,2015,,,5,25,,,2015,,,6,2,,POINT (0.02 -91.35)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1de6,354010,"Misti, El",11759,Confirmed Eruption,4,?,,,Radiocarbon (corrected),,-80,75,,0,0,,,,,,,,,POINT (-16.294 -71.409)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1de7,354020,Ubinas,11777,Confirmed Eruption,5,,,,Radiocarbon (corrected),,1082,82,,,,,,,,,,,,POINT (-16.355 -70.903)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1de8,354030,Huaynaputina,11795,Confirmed Eruption,6,,Summit and south flank,,Historical Observations,,1600,,,2,17,1,,1600,,?,3,6,,POINT (-16.608 -70.85)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1de9,354040,Tutupaca,11799,Confirmed Eruption,4,?,,,Historical Observations,,1802,,,3,20,,,1802,,,8,20,10,POINT (-17.026 -70.372)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dea,354050,Yucamane,11796,Confirmed Eruption,5,,,,Radiocarbon (uncorrected),?,-1320,,,0,0,,,,,,,,,POINT (-17.184 -70.196)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1deb,355012,Parinacota,11814,Confirmed Eruption,4,,Parinacota 3 edifice,,Surface Exposure,,290,300,,0,0,,,,,,,,,POINT (-18.166 -69.142)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dec,355100,Lascar,11868,Confirmed Eruption,4,,Western crater of east summit cone,,Historical Observations,,1993,,,1,30,,,1993,,,8,16,15,POINT (-23.37 -67.73)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1ded,355210,"Blanco, Cerro",20904,Confirmed Eruption,7,,,,Radiocarbon (corrected),,-2300,160,,,,,,,,,,,,POINT (-26.789 -67.765)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dee,357040,Planchon-Peteroa,11930,Confirmed Eruption,4,,Peteroa (2 km S of Planchón summit),,Historical Observations,,1762,,,12,3,,,,,,,,,POINT (-35.223 -70.568)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1def,357060,"Azul, Cerro",11957,Confirmed Eruption,5,+,Quizapu,,Historical Observations,,1916,,,0,0,,,1932,,,4,21,,POINT (-35.653 -70.761)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1df0,357111,Sollipulli,12017,Confirmed Eruption,5,+,SW caldera rim (Alpehué crater),,Radiocarbon (uncorrected),,-920,75,,0,0,,,,,,,,,POINT (-38.97 -71.52)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1df1,357110,Llaima,12021,Confirmed Eruption,5,,,,Radiocarbon (uncorrected),,-6880,75,,0,0,,,,,,,,,POINT (-38.692 -71.729)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1df2,357110,Llaima,12023,Confirmed Eruption,4,,,,Historical Observations,,1640,,,2,0,,,,,,,,,POINT (-38.692 -71.729)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1df3,357120,Villarrica,12089,Confirmed Eruption,4,P,,Voipir pyroclastic flow,Radiocarbon (uncorrected),?,-6690,,,0,0,,,,,,,,,POINT (-39.42 -71.93)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1df4,357120,Villarrica,12095,Confirmed Eruption,5,,,Pucón Ignimbrite,Radiocarbon (uncorrected),,-1810,200,,0,0,,,,,,,,,POINT (-39.42 -71.93)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1df5,357120,Villarrica,12097,Confirmed Eruption,4,,,Pedregoso pyroclastic surge,Radiocarbon (uncorrected),?,-670,,,0,0,,,,,,,,,POINT (-39.42 -71.93)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1df6,357120,Villarrica,21091,Confirmed Eruption,4,,,Chaimilla,Radiocarbon (uncorrected),,-1230,40,,,,,,,,,,,,POINT (-39.42 -71.93)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1df7,357140,Carrán-Los Venados,12188,Confirmed Eruption,4,,Carrán Maar,,Historical Observations,,1955,,,7,27,,,1955,,,11,12,,POINT (-40.35 -72.07)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1df8,357153,Antillanca Group,12190,Confirmed Eruption,5,,,,Radiocarbon (corrected),,-960,150,,0,0,,,,,,,,,POINT (-40.771 -72.153)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1df9,357153,Antillanca Group,12191,Confirmed Eruption,5,,Casablanca (Raihuén crater),,Radiocarbon (corrected),,-230,200,,0,0,,,,,,,,,POINT (-40.771 -72.153)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dfa,357150,Puyehue-Cordon Caulle,20809,Confirmed Eruption,5,,"Cordón Caulle, N of the 1960 eruption fissure",,Historical Observations,,2011,,,6,4,,,2012,,?,4,21,,POINT (-40.59 -72.117)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dfb,357150,Puyehue-Cordon Caulle,12192,Confirmed Eruption,5,,Puyehue,PU-2 tephra,Radiocarbon (corrected),,-5080,150,,0,0,,,,,,,,,POINT (-40.59 -72.117)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dfc,357150,Puyehue-Cordon Caulle,12204,Confirmed Eruption,5,,Puyehue,MH tephra,Radiocarbon (corrected),,860,75,,0,0,,,,,,,,,POINT (-40.59 -72.117)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dfd,358010,Osorno,12222,Confirmed Eruption,4,?,,,Radiocarbon (uncorrected),,420,100,,0,0,,,,,,,,,POINT (-41.105 -72.496)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dfe,358023,Hornopiren,20848,Confirmed Eruption,4,,,Ho1 tephra,Radiocarbon (corrected),,-3720,175,,,,,,,,,,,,POINT (-41.874 -72.431)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1dff,358024,Apagado,20850,Confirmed Eruption,4,,,Ap1 tephra,Radiocarbon (corrected),,-590,175,,,,,,,,,,,,POINT (-41.88 -72.58)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e00,358020,Calbuco,12239,Confirmed Eruption,5,,,Ca8 tephra layer,Tephrochronology,,-6760,825,,0,0,,,,,,,,,POINT (-41.33 -72.618)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e01,358020,Calbuco,12240,Confirmed Eruption,4,,,Ca10 tephra layer,Tephrochronology,,-5820,880,,0,0,,,,,,,,,POINT (-41.33 -72.618)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e02,358020,Calbuco,12252,Confirmed Eruption,4,,,,Historical Observations,,1893,,,1,7,,,1894,,>,1,16,,POINT (-41.33 -72.618)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e03,358020,Calbuco,20858,Confirmed Eruption,5,,,Ca1 tephra layer,Radiocarbon (corrected),,-8460,155,,,,,,,,,,,,POINT (-41.33 -72.618)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e04,358020,Calbuco,20864,Confirmed Eruption,4,,,Ca7 tephra layer,Radiocarbon (corrected),,-7550,45,,,,,,,,,,,,POINT (-41.33 -72.618)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e05,358020,Calbuco,20874,Confirmed Eruption,4,+,,Ca11 tephra layer,Radiocarbon (corrected),,-5030,180,,,,,,,,,,,,POINT (-41.33 -72.618)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e06,358020,Calbuco,20875,Confirmed Eruption,4,+,,Ca12 tephra layer,Tephrochronology,,160,135,,,,,,,,,,,,POINT (-41.33 -72.618)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e07,358020,Calbuco,20876,Confirmed Eruption,4,,,Ca13 tephra layer,Radiocarbon (corrected),,710,60,,,,,,,,,,,,POINT (-41.33 -72.618)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e08,358020,Calbuco,21076,Confirmed Eruption,4,,,,Historical Observations,,2015,,,4,22,,,2015,,,5,26,,POINT (-41.33 -72.618)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e09,358041,Chaiten,12270,Confirmed Eruption,5,,,Cha1 tephra,Radiocarbon (corrected),,-7750,200,,0,0,,,,,,,,,POINT (-42.833 -72.646)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e0a,358041,Chaiten,12271,Confirmed Eruption,4,,,,Historical Observations,,2008,,,5,2,,,2011,,,5,31,3,POINT (-42.833 -72.646)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e0b,358041,Chaiten,20852,Confirmed Eruption,4,?,,,Radiocarbon (corrected),,1640,18,,,,,,,,,,,,POINT (-42.833 -72.646)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e0c,358041,Chaiten,20853,Confirmed Eruption,5,,,Cha2/Mic2 tephra,Radiocarbon (corrected),,-3100,220,,,,,,,,,,,,POINT (-42.833 -72.646)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e0d,358040,Michinmahuida,20855,Confirmed Eruption,6,,,Amarillo Ignimbrite,Radiocarbon (corrected),,-8400,150,,,,,,,,,,,,POINT (-42.799 -72.445)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e0e,358057,"Hudson, Cerro",12288,Confirmed Eruption,6,,,Tephra layer H1/T2,Radiocarbon (uncorrected),?,-4750,,,0,0,,,,,,,,,POINT (-45.9 -72.97)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e0f,358057,"Hudson, Cerro",12291,Confirmed Eruption,6,,,Tephra layer H2/T5,Radiocarbon (corrected),?,-1890,,,0,0,,,,,,,,,POINT (-45.9 -72.97)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e10,358057,"Hudson, Cerro",12299,Confirmed Eruption,5,+,NW caldera rim and SW caldera floor,,Historical Observations,,1991,,,8,8,,,1991,,,10,27,,POINT (-45.9 -72.97)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e11,358062,Aguilera,12308,Confirmed Eruption,5,,,A1 tephra,Radiocarbon (corrected),,-1250,150,,0,0,,,,,,,,,POINT (-50.33 -73.75)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e12,358070,"Burney, Monte",12323,Confirmed Eruption,5,,,MB1 tephra,Radiocarbon (corrected),,-7450,500,,0,0,,,,,,,,,POINT (-52.33 -73.4)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e13,358070,"Burney, Monte",12326,Confirmed Eruption,5,,,MB2 tephra,Radiocarbon (corrected),,-2320,100,,0,0,,,,,,,,,POINT (-52.33 -73.4)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e14,360020,"Quill, The",12334,Confirmed Eruption,4,P,,,Radiocarbon (uncorrected),,-6140,200,,0,0,,,,,,,,,POINT (17.478 -62.96)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e15,360030,Liamuiga,12337,Confirmed Eruption,4,P,,Tephra unit D,Radiocarbon (uncorrected),,-2010,150,,0,0,,,,,,,,,POINT (17.37 -62.8)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e16,360030,Liamuiga,12339,Confirmed Eruption,4,P,,Tephra unit F,Radiocarbon (uncorrected),,160,200,,0,0,,,,,,,,,POINT (17.37 -62.8)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e17,360060,Soufriere Guadeloupe,12358,Confirmed Eruption,4,P,,,Radiocarbon (corrected),,1370,150,,0,0,,,,,,,,,POINT (16.044 -61.664)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e18,360060,Soufriere Guadeloupe,12359,Confirmed Eruption,4,P,La Soufrière,,Radiocarbon (corrected),,1440,100,,0,0,,,,,,,,,POINT (16.044 -61.664)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e19,360120,Pelee,12381,Confirmed Eruption,4,?,,Tephra layer P9,Radiocarbon (corrected),,-8210,200,,0,0,,,,,,,,,POINT (14.809 -61.165)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e1a,360120,Pelee,12385,Confirmed Eruption,4,?,,Tephra layer P8,Radiocarbon (corrected),,-6610,150,,0,0,,,,,,,,,POINT (14.809 -61.165)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e1b,360120,Pelee,12387,Confirmed Eruption,4,P,Vent slightly south of present summit,,Radiocarbon (corrected),,-6220,200,,0,0,,,,,,,,,POINT (14.809 -61.165)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e1c,360120,Pelee,12389,Confirmed Eruption,4,P,,,Radiocarbon (corrected),,-5500,200,,0,0,,,,,,,,,POINT (14.809 -61.165)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e1d,360120,Pelee,12392,Confirmed Eruption,4,P,,,Radiocarbon (uncorrected),?,-3820,,,0,0,,,,,,,,,POINT (14.809 -61.165)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e1e,360120,Pelee,12401,Confirmed Eruption,4,P,,,Radiocarbon (uncorrected),?,-2430,,,0,0,,,,,,,,,POINT (14.809 -61.165)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e1f,360120,Pelee,12430,Confirmed Eruption,4,,Rivière Blanche and summit crater,,Historical Observations,,1902,,,4,23,,,1905,,,10,5,,POINT (14.809 -61.165)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e20,360120,Pelee,12411,Confirmed Eruption,4,,,Tephra layer P3,Radiocarbon (corrected),,10,50,,0,0,,,,,,,,,POINT (14.809 -61.165)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e21,360120,Pelee,12412,Confirmed Eruption,4,P,,,Radiocarbon (uncorrected),?,50,,,0,0,,,,,,,,,POINT (14.809 -61.165)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e22,360120,Pelee,12417,Confirmed Eruption,4,P,,,Radiocarbon (uncorrected),?,450,,,0,0,,,,,,,,,POINT (14.809 -61.165)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e23,360120,Pelee,12394,Confirmed Eruption,4,?,,Tephra layer P6,Radiocarbon (corrected),,-3430,75,,0,0,,,,,,,,,POINT (14.809 -61.165)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e24,360120,Pelee,12399,Confirmed Eruption,4,?,,Tephra layer P5,Radiocarbon (corrected),,-2660,200,,0,0,,,,,,,,,POINT (14.809 -61.165)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e25,360120,Pelee,12393,Confirmed Eruption,4,P,,,Tephrochronology,,-3500,200,,0,0,,,,,,,,,POINT (14.809 -61.165)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e26,360120,Pelee,12420,Confirmed Eruption,4,P,,NRC1 tephra,Radiocarbon (corrected),,890,100,,0,0,,,,,,,,,POINT (14.809 -61.165)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1e27,360120,Pelee,12424,Confirmed Eruption,4,,,Tephra layer P1,Radiocarbon (corrected),,1340,50,,0,0,,,,,,,,,POINT (14.809 -61.165)
